Area,ShopName,Address,lng,lat
부산광역시,부산금정구청점,부산광역시 금정구 부곡동 64-34 티아이더코어 101호,129.0916255,35.2423678
대전광역시,대전노은3동점,대전 유성구 지족동 1025-1 1층106호,127.3087903,36.3874392
경기도,수원곡선하늘채점,경기 수원시 권선구 곡반정로 151 1층,127.0328550,37.2414787
경상북도,경주대릉원점,경북 경주시 황남동192-4,129.2153183,35.8347210
서울특별시,수유시장점,서울 강북구 도봉로67길 8,127.0238163,37.6308605
충청남도,천안신부동아점,충남 천안시 동남구 터미널9길 25,127.1554666,36.8231790
경기도,평택법원점,경기 평택시 평남로 1039 105호,127.0960194,37.0094403
서울특별시,석촌역점,서울 송파구 송파동 19-8  1층,127.1082810,37.5063697
서울특별시,안국역점,서울 종로구 율곡로 63 (재동) 1층,126.9862685,37.5771668
경기도,지축역점,경기 고양시 덕양구 지축1로 39 지축프라자 104호,126.9146782,37.6488094
전라북도,군산시청점,전북 군산시 조촌4길 15 (조촌동) 1층,126.7357419,35.9679645
서울특별시,태릉입구역점,서울 노원구 동일로 986 104호,127.0762120,37.6184810
전라남도,순천금당점,전남 순천시 해룡면 장선배기길 141 1층 104호,127.5309427,34.9486847
서울특별시,서대문경희궁점,서울 종로구 경교장길 35 (평동 경희궁자이 3단지) 1층 3135호,126.9659909,37.5691438
대전광역시,대전갈마점,대전광역시 서구 신갈마로 110-1(갈마동),127.3687834,36.3438656
서울특별시,창동역서부점,서울 도봉구 노해로63다길 10,127.0465734,37.6533525
경기도,부천도당산업단지점,경기 부천시 도당동 160-8,126.7825402,37.5131387
대구광역시,대구효목점,대구 동구 효목로 35,128.6394391,35.8765262
대전광역시,대전둔산청솔점,대전 서구 둔산로 216 (1층 빽다방 ),127.3978147,36.3510418
전라북도,전주아중점,전라북도 전주시 덕진구 아중로 175 102호,127.1685778,35.8271984
서울특별시,문정역점,서울 송파구 문정동 643-1(법원로 114),127.1206515,37.4857996
경기도,삼송스칸센점,경기 고양시 덕양구 삼송로 240(삼송동 294) 힐스테이트삼송역스칸센 A동 124호,126.9002254,37.6531850
서울특별시,번동초교점,서울 강북구 번동 310-4 1층,127.0396183,37.6292018
경기도,화성병점2동점,경기도 화성시 병점2로 65,127.0433538,37.2079983
전라남도,여수학동e편한점,전라남도 여수시 학동 1번지 일원 A동 102호,127.6568926,34.7675933
