Area,ShopName,Address
서울특별시,구로이앤씨6차점,서울특별시 구로구 디지털로31길 41 (구로동 이앤씨벤처드림타워6차) 1층 108호
경기도,광명일직점,경기도 광명시 일직동 510-7
대전광역시,대전맑은아침점,대전광역시 서구 내동 17-11 1층 111~112호
서울특별시,상계역점,서울특별시 노원구 중계동 606 1층 105호
세종특별자치시,세종반곡점,세종특별자치시 한누리대로 1828108호
서울특별시,건대동문회관점,서울특별시 광진구 아차산로36길 5
서울특별시,정릉뉴타운점,서울특별시 성북구 길음로9길 50 지2층8호 (길음동 1286외2필지 길음뉴타운 상가동 208호)
경기도,용인마북점,경기도 용인시 기흥구 마북로 159 1층 115호
충청남도,천안불당쌍용점,충청남도 천안시 서북구 불당11로 99 1층
대전광역시,대전유성구청점,대전광역시 유성구 어은동 110 동천빌딩 1층
경기도,구리수택점,경기도 구리시 수택동 847-7(체육관로80번길 9) 1층
경기도,풍산역점,경기도 고양시 일산동구 중산동 1806 103호
제주도,제주애월좋은마트점,제주특별자치도 제주시 애월읍 신엄리 2489-5
충청남도,천안터미널점,충청남도 천안시 동남구 만남로 15 (신부동 민현빌딩)
경상북도,경북상주홈마트점,경상북도 상주시 삼백로 144 1층
서울특별시,신당역점,서울특별시 중구 퇴계로 423 (황학동)
경기도,안산본오2동점,경기도 안산시 상록구 각골로 68 (본오동) 1층
세종특별자치시,세종종촌점,세종특별자치시 종촌동 658 104호
전라북도,전주효자안행교점,전라북도 전주시 완산구 효자동1가 281-3 1층
경상남도,빽다방 빵연구소 김해삼계한라비발디점,경상남도 김해시 삼계동 634
대전광역시,대전용두선화점,대전광역시 중구 중앙로 23-17 1층 상가 111호
대구광역시,대구대신자이점,대구광역시 중구 달구벌대로 1955 상가302동 1층 빽다방
경상북도,경산삼성현공원점,경상북도 경산시 남산면 인흥리 363-15
대구광역시,대구방촌상명점,대구광역시 동구 화랑로 383
서울특별시,가산SKV1점,서울특별시 금천구 가산디지털1로 171 skv1센터 102호
인천광역시,송도아트포레점,인천 연수구 송도동 84-2 A동 1층 111호
경기도,광명소하점,경기도 광명시 소하로 81
경기도,부천시청역점,경기 부천시 길주로 221 시티오피스 1층 102호
서울특별시,북서울꿈의숲점,서울특별시 성북구 돌곶이로 220 코오롱하늘채아파트 상가 104동 106호
전라북도,군산대점,전라북도 군산시 황룡로 9
경기도,회룡역점,경기도 의정부시 호원동 51-2
경기도,광교에듀타운점,경기도 수원시 영통구 이의동 1347-3 에듀프라자 111호
충청남도,충남계룡엄사점,충청남도 계룡시 엄사면 번영로 26
경기도,수원아이파크시티점,경기도 수원시 권선구 동수원로 177번길 40 1층 108호
서울특별시,숭실대점,서울특별시 동작구 상도동 501(사당로 10) 지하1층
세종특별자치시,세종다정점,세종특별자치시 다정동 944 1층
충청북도,청주율량9단지점,충청북도 청주시 청원구 율량동 2411 1층
경기도,부천시청역점,경기 부천시 길주로 221 시티오피스 1층 102호
서울특별시,북서울꿈의숲점,서울특별시 성북구 돌곶이로 220 코오롱하늘채아파트 상가 104동 106호
전라북도,군산대점,전라북도 군산시 황룡로 9
경기도,회룡역점,경기도 의정부시 호원동 51-2
경기도,광교에듀타운점,경기도 수원시 영통구 이의동 1347-3 에듀프라자 111호
충청남도,충남계룡엄사점,충청남도 계룡시 엄사면 번영로 26
경기도,수원아이파크시티점,경기도 수원시 권선구 동수원로 177번길 40 1층 108호
서울특별시,숭실대점,서울특별시 동작구 상도동 501(사당로 10) 지하1층
세종특별자치시,세종다정점,세종특별자치시 다정동 944 1층
충청북도,청주율량9단지점,충청북도 청주시 청원구 율량동 2411 1층
경기도,광명새마을시장점,경기도 광명시 광명동 342-5 1층
서울특별시,양평중흥S클래스점,서울특별시 영등포구 선유서로24길 6 (양평동1가 영등포 중흥 S-CLASS) 1층 106호
전라남도,해남군청점,전라남도 해남군 해남읍 성내리 21-1
경기도,수원화서시장점,경기도 수원시 팔달구 동말로 53
제주도,제주일도동문점,제주특별자치도 제주시 일도일동 1047-1 1층
충청남도,천안병천점,충청남도 천안시 동남구 병천면 아우내순대길 9
서울특별시,보광점,서울특별시 용산구 보광로 47 1층 (보광동)
경기도,부천괴안점,경기도 부천시 괴안동 88-12
전라북도,전주반월점,전라북도 전주시 혁신로 697 108호
인천광역시,인천만수역점,인천광역시 남동구 구월로 366 (만수동) 1층
서울특별시,중화역점,서울특별시 중랑구 봉화산로 39 1층 101호
인천광역시,청라로제비앙점,인천 서구 청라동 36-30 엔타원 1층 (101호)
서울특별시,동양미래대점,서울특별시 구로구 고척동 76-181 1층 101호
서울특별시,공릉역점,서울특별시 노원구 공릉동 395-8
경기도,이천하이닉스점,경기도 이천시 부발읍 경충대로 2100
전라북도,전주만성지구점,전라북도 전주시 덕진구 만성동 1262-5
서울특별시,개봉역북부점,서울특별시 구로구 경인로40길 41(개봉동 181-6)
경기도,시흥매화점,경기도 시흥시 매화로 46
경상북도,영천완산점,경상북도 영천시 시장로 53
경기도,안산역점,경기도 안산시 원곡동 798-6
경기도,봉담동화마을점,경기도 화성시 봉담읍 동화길 81-10 104호
충청북도,청주복대사거리점,충청북도 청주시 흥덕구 복대로 173
경기도,안양충훈부점,경기도 안양시 만안구 석수동 785-16(충훈로 89) 1층 101호
울산광역시,울산타임스퀘어점,울산광역시 남구 야음동 789-14 울산타임스퀘어 121호
경기도,안산본오신안점,경기도 안산시 상록구 본오동 871-6 성문빌딩 1층
전라북도,전주삼천흥건점,전라북도 전주시 삼천동 1가 300-3
전라북도,빽다방 빵연구소 전주평화점,전라북도 전주시 완산구 평화로 210
경기도,수원조원시장점,경기도 수원시 장안구 조원로 88
경기도,의정부가능역점,경기도 의정부시 평화로 633-3(의정부동 236-9)
경기도,동탄호수공원점,경기도 화성시 동탄순환대로 127-5
경기도,동탄역아이비파크점,경기도 화성시 동탄광역환승로 73
충청북도,충북보은점,충청북도 보은군 보은읍 보은로 105
서울특별시,연희삼거리점,서울특별시 서대문구 연희동 135-5(연희로 118)
인천광역시,인천연안부두점,인천광역시 중구 항동7가 27-138 102호 103호 111호 112호
충청남도,아산배방연화점,충청남도 아산시 배방읍 용연로 91
경상남도,진주평거점,경상남도 진주시 순환로 539
충청남도,천안차암점,충청남도 천안시 서북구 3공단6로 58-8 102호
대구광역시,대구상인화성파크점,대구광역시 달서구 상인동 1596
대구광역시,대구북구서변점,대구광역시 북구 서변동 1787 (호국로 215)
인천광역시,인천선학역점,인천광역시 연수구 학나래로118번길 47
세종특별자치시,세종소담점,세종특별자치시 한누리대로 2016번지 1층
경기도,안양석수중앙점,경기도 안양시 만안구 안양로 483(석수동 319-1)
서울특별시,중계씨앤미점,서울특별시 노원구 중계동 509-1
충청남도,천안불당호반점,충청남도 천안시 불당 34길 3-17 1층
서울특별시,돈암점,서울특별시 성북구 동선동4가 98-2
인천광역시,인천서운산업단지점,인천광역시 계양구 서운산단로 3길 4 sb타워 107호
경기도,하남미사역점,경기도 하남시 미사강변동로 85(망월동1106) 힐스테이트 에코 미사 111호
대전광역시,대전용운에코포레점,대전광역시 동구 용운동 297 1층
경기도,동탄영천K밸리점,경기도 화성시 동탄첨단산업1로 14 동탄케이밸리 1층 112호
충청북도,충북혁신도시진천점,충청북도 진천군 덕산읍 시가로 14
충청북도,청주테크노폴리스점,충청북도 청주시 흥덕구 송화로184번길 4 102호
서울특별시,강남역CGV점,서울특별시 강남구 테헤란로1길 48
제주도,제주봉개DT점,제주특별자치도 제주시 봉개동 598
경기도,별내파라곤스퀘어점,경기도 남양주시 별내동 975-4 별내파라곤스퀘어 1층 C112호
경상북도,경북고령중앙점,경상북도 고령군 대가야읍 중앙로 13-1 (구. 헌문리234번지)
제주도,제주연동긱스타빽다방점,제주특별자치도 제주시 연동13길 3(연동진선엘트빌) 1층
충청남도,충남금산점,충청남도 금산군 금산읍 비단로 319
전라북도,전주효자LH점,전라북도 전주시 완산구 효자동2가 1332-1
인천광역시,인천갈산점,인천광역시 부평구 주부토로249번지 17 부평지웰에스테이트 171동 1층 122호
제주도,서귀포하원점,제주특별자치도 서귀포시 일주서로 443
서울특별시,마곡역류마타워점,서울특별시 강서구 마곡동 798-2(공항대로 164) 류마타워 105호
전라북도,전주본병원점,전라북도 전주시 완산구 서신동 855-3
대전광역시,대전보건대점,대전광역시 동구 가양동 88-1 조일아파트상가 A동 2호
서울특별시,뚝섬역점,서울특별시 성동구 성수동1가 14-51
서울특별시,마곡역로뎀타워점,서울특별시 강서구 마곡동 799-1 로뎀타워1층 127호
서울특별시,석촌고분역점,서울특별시 송파구 삼전동 101-9 (백제고분로 257)
인천광역시,송도랜드마크시티점,인천광역시 연수구 랜드마크로 68 1층 40호
대구광역시,대구알파시티점,대구광역시 수성구 시지동 584-1
광주광역시,광주소촌점,광주광역시 광산구 소촌로 147 1층 109호
경기도,부천U1센터점,경기도 부천시 조마루로385번길 92 1층 116호(원미동)
서울특별시,삼양동사거리점,서울특별시 강북구 삼양로 169 (미아동)
경기도,옥정다올스퀘어점,경기도 양주시 옥정동 1049-4( 옥정로 139) 다올스퀘어빌딩 1층 109호
서울특별시,봉화산역점,서울특별시 중랑구 신내로 211
경기도,수원북문점,경기도 수원시 장안구 정조로 933번길 3 1층
서울특별시,구일역점,서울특별시 구로구 구일로 8길 56 구일프라자 1층 102호(구로동)
전라남도,전남광양덕례점,전라남도 광양시 덕례리 1773-6
서울특별시,거여역점,서울특별시 송파구 거여동 27-5 1층
대구광역시,대구연경점,대구광역시 북구 연경동 960-1
광주광역시,광주진월금당점,광주광역시 남구 금당로 12-1
인천광역시,송도캐슬파크점,인천광역시 연수구 송도동 8-20 번지
경기도,성남상대원시장점,경기도 성남시 중원구 희망로 338
충청남도,천안목천점,충청남도 천안시 동남구 목천읍 충절로 896
제주도,신서귀포점,제주도 서귀포시 신중로 26-8
광주광역시,광주신창사거리점,광주광역시 광산구 신창동 1220-1
인천광역시,송도더테라스점,인천광역시 연수구 송도동 316번지 147호
세종특별자치시,세종다온주유소점,세종특별자치시 세종로 1328 알뜰주유소
경기도,별내로데오점,경기 남양주시 별내중앙로 54 예스프라자프론티어 1층 104호
경기도,힐스테이트동탄역점,경기도 화성시 영천동 202 힐스테이트 동탄 2차
충청북도,청주개신점,충청북도 청주시 서원구 개신도 628
경상남도,김해율하점,경상남도 김해시 율하3로 45
강원도,태백중앙점,강원도 태백시 황지로 164-1
경기도,용인수지신봉점,경기도 용인시 수지구 신봉2로 3
서울특별시,수락산역점,서울특별시 노원구 상계동 1258 오피앙상가 103호
경상북도,경산펜타힐즈점,경상북도 경산시 중산동 635-1 SM타워 117호
서울특별시,성수뚝도점,서울특별시 성동구 성수동2가 339-23
충청북도,서충주신도시점,충청북도 충주시 중앙탑면 원앙9길 18-3
충청북도,청주동남점,충청북도 청주시 상당구 중고개로141번길 11-1 (101102호)
서울특별시,중곡시장점,서울특별시 광진구 중곡동 192-5(서울 광진구 면목로 145)
충청북도,청주복대점,충청북도 청주시 흥덕구 복대동 2926
인천광역시,청라SK뷰점,인천광역시 서구 옥빛로 4 1층 101호 (청라동)
경기도,용인한숲시티점,경기도 용인시 처인구 남사읍 한숲로 54 (아곡리)
경기도,운정아이파크점,경기도 파주시 심학산로 384 아이파크아파트 상가1동 8호
인천광역시,인천국제성모병원점,인천광역시 서구 탁옥로 104
경상남도,진해자은점,경상남도 창원시 진해구 냉천로 156 B102호
충청남도,천안백석환서점,충청남도 천안시 서북구 한들3로 78-3
대전광역시,대전한민시장점,대전광역시 서구 가장동 61-19
경기도,송산그린시티점,경기도 화성시 수노을중앙로 126 1층 102호 (새솔동)
경기도,일산강선점,경기도 고양시 일산서구 중앙로 1413 (주엽동 106-3)
대전광역시,대전정림점,대전광역시 서구 정림로 62-1
대전광역시,대전복수점,대전 서구 복수동로 40
경기도,일산가좌마을점,경기도 고양시 일산서구 가좌1로 63
전라북도,전주효천지구점,전라북도 전주시 완산구 효자동2가 1359-6
경기도,위례역점,경기도 성남시 수정구 위례서일로 34 성희프라자 103호
경기도,평택포승점,경기도 평택시 포승읍 여술2길 24
경기도,김포사우점,경기도 김포시 사우중로 79 (북변동 825) 1층 103호
대전광역시,대전만년점,대전광역시 서구 둔산대로 117번길 82 그레이스K 2차 1층 101호 (만년동)
대전광역시,대전문지점,대전광역시 유성구 문지동 649-2
충청남도,천안원성점,충청남도 천안시 동남구 버들로 127
인천광역시,작전현대점,인천광역시 계양구 작전동 580번지
충청북도,청주율량사천점,충청북도 청주시 청원구 율봉로 95
제주도,제주법조타워점,제주특별자치도 제주시 남광북1길 1 (이도이동 제주법조타워)
대구광역시,대구침산오페라점,대구광역시 북구 칠성동2가 733
서울특별시,미아역점,서울특별시 강북구 도봉로 190 비전빌딩
광주광역시,광주첨단2지구점,광주광역시 북구 첨단연신로 107번길 15 1층 101호(신용동)
경상남도,경남하동점,경상남도 하동군 하동읍 경서대로 136
대전광역시,대전신성점,대전광역시 유성구 신성남로 61
서울특별시,먹골역점,서울특별시 중랑구 묵동 174-4번지
경기도,성남신구대점,경기도 성남시 중원구 금광동 2399
충청남도,당진기지시점,충청남도 당진시 송악읍 반촌로 70-17
제주도,제주연동사거리점,제주특별자치도 제주시 선덕로1 103호
경기도,수원권선시장점,경기도 수원시 권선구 세권로 184
경상북도,왜관역점,경상북도 칠곡군 왜관읍 중앙로8길 7
경기도,일산풍동점,경기도 고양시 일산동구 숲속마을로 44 102호
전라북도,빽다방 빵연구소 전주기지제호수점,전라북도 전주시 덕진구 중동로 104-16
세종특별자치시,세종어반아트리움점,세종특별자치시 나성북로 30 퍼스트원 105호
충청북도,충북진천점,충청북도 진천군 진천읍 상산로 73 (읍내리)
인천광역시,호구포역점,인천광역시 남동구 논현동 636-1 제일프라자 1층 101호
경상북도,문경모전점,경상북도 문경시 모전로 61
충청남도,빽다방 빵연구소 아산배방월천점,충청남도 아산시 배방읍 월천2길 96
경기도,고양덕은드림점,경기도 고양시 덕양구 으뜸로 124
전라남도,나주혁신점,전라남도 나주시 상야1길 7
경기도,고양신원당점,경기도 고양시 덕양구 고양대로1384번길 7-5 (성사동 서강프라자)
서울특별시,행당무학점,서울특별시 성동구 행당동 317-63
충청남도,아산역점,충청남도 아산시 배방읍 희망로 46번길 19-3
인천광역시,인천원창북항점,인천 서구 원창동 381-68 그리니프라자 104호
충청남도,아산순천향대학교점,충청남도 아산시 신창면 읍내리 582-10
경기도,용인둔전점,경기도 용인시 처인구 포곡읍 둔전리 155-5
경기도,일산위시티점,경기도 고양시 일산동구 식사동 1533(위시티2로11번길 11)
서울특별시,금호금남시장점,서울특별시 성동구 금호동 4가 567
전라북도,전북부안점,전북 부안군 부안읍 번영로 123
제주도,서귀포올레중앙점,제주 서귀포시 중정로61번길 19
인천광역시,갈산역점,인천광역시 부평구 부평대로 293
광주광역시,광주호남대점,광주광역시 광산구 선운로 8
전라북도,군산나운점,전라북도 군산시 나운동 95-17
대구광역시,대구월배점,대구광역시 달서구 대천동 934번지 102호
강원도,강원화천점,강원도 화천군 화천읍 중앙로 9
경상남도,진주역점,경상남도 진주시 관문로 7  율곡스퀘어 프런티어
서울특별시,신용산해링턴점,서울 용산구 서빙고로 17(한강로3가) 해링턴스퀘어 판매시설동 1층 9호
서울특별시,장위뉴타운점,서울 성북구 장월로 140
경기도,안산초지역푸르지오점,경기도 안산시 단원구 화랑로 150(원곡동) 초지역메이저타운 푸르지오-에코상가2동 106호
전라남도,화순광덕점,전라남도 화순군 화순읍 중앙로 93
충청북도,청대사거리점,충청북도 청주시 청원구 직지대로 890
전라북도,전북진안점,전라북도 진안군 진안읍 진무로 1105-1
경상북도,경산진량점,경상북도 경산시 진량읍 공단1로 2(진량읍 신상리)
인천광역시,부평금호점,인천광역시 부평구 원길로 34
경기도,미사스마트밸리점,경기도 하남시 풍산동 490-2(미사강변서로 16) R111호
대전광역시,대전판암역점,대전광역시 동구 옥천로 177
대구광역시,대구동호점,대구광역시 동구 신서동 538-1 동화해오름타운 101동 4호
인천광역시,부평남부역점,인천광역시 부평구 경인로 948
대구광역시,대구용산점,대구광역시 달서구 용산동 935
서울특별시,경복궁역점,서울특별시 종로구 사직로 127 (적선동) 1층~3층
충청남도,아산테크노밸리점,충청남도 아산시 둔포면 석곡리 1671 108호
경상북도,경주로데오점,경상북도 경주시 황오동 204-4
경기도,고양향동점,경기도 고양시 덕양구 향동동 꽃마을로 4
경상북도,김천구미역점,경상북도 김천시 혁신1로 50 율곡스퀘어 ktx 117호
전라남도,여수진남관점,전라남도 여수시 동문로 9
서울특별시,상봉역점,서울특별시 중랑구 상봉동 113-4 102호
서울특별시,송파사거리점,서울시 송파구 가락로 113 금도빌딩 1층
대전광역시,대전도마네거리점,대전광역시 서구 도산로 38
광주광역시,광주일곡점,광주광역시 북구 설죽로 516(광주 북구 일곡동 830-1)
전라남도,목포용당점,전라남도 목포시 영산로 257
전라북도,익산모현점,전라북도 익산시 모현동1가 822
경기도,수원황골마을점,경기도 수원시 영통구 영통로 511
경기도,용인동천점,경기도 용인시 수지구 동천동 887번지 1층 108호
충청남도,서산해미점,충청남도 서산시 해미면 남문2로 123 (읍내리)
충청북도,청주강서점,충청북도 청주시 흥덕구 강서로 115(강서동 481) 1층
전라남도,나주혁신빛가람점,전라남도 나주시 빛가람동 643-1(월정5길 1) 1층 102호
충청남도,홍성내포청사점,충청남도 홍성군 홍북읍 청사로48번길 4
충청북도,충북증평점,충청북도 증평군 증평읍 중동리 16-3 (도로명: 충북 증평군 중앙로 197)
경기도,의정부금오점,경기도 의정부시 금오동 472-5(청사로 47번길 7-24)
경기도,김포감정점,경기도 김포시 중봉로 12
경상남도,진주금산점,경상남도 진주시 금산면 장사리 963-2 금산 청솔빌딩 1동 102호
경상남도,경남함양점,경상남도 함양군 함양읍 용평리 691-3
서울특별시,도봉구민회관점,서울특별시 도봉구 도봉로 551
서울특별시,용답로데오점,서울특별시 성동구 용답중앙15길 18
서울특별시,동묘역점,서울시 종로구 종로334
경기도,군포첨단점,경기도 군포시 번영로 40
서울특별시,홍대거리점,서울특별시 마포구 어울마당로 75
경기도,안성중앙로점,경기도 안성시 중앙로379번길 4
서울특별시,대림역점,서울시 영등포구 도림로 144
서울특별시,석계중앙점,서울 성북구 한천로78길 63
전라남도,목포석현점,전라남도 목포시 영산로 626
경기도,용인구성언남점,경기도 용인시 기흥구 구성로 102 1층 114호
전라남도,무안남악시장점,전라남도 무안군 삼향읍 남악5로48번길 5
인천광역시,인천가좌점,인천광역시 서구 원적로 96  1층
경기도,시흥삼미시장점,경기도 시흥시 삼미시장4길 18
경기도,위례센터점,경기도 성남시 수정구 위례광장로 300
인천광역시,청라호수공원점,인천광역시 서구 청라루비로 99
전라북도,고창군청점,전라북도 고창군 고창읍 읍내리 229-9
경상북도,포항우현점,경상북도 포항시 북구 우현동 106-5
세종특별자치시,세종아름점,세종특별자치시 아름동 1293 해피라움 105호
서울특별시,화양사거리점,서울특별시 성동구 성수동2가 281-16(아차산로17길 57)
경기도,수지성복점,경기도 용인시 수지구 성복1로 106
경기도,서정리역점,경기도 평택시 서정동 318-15(정암로 6)
전라남도,나주듀플렉스호텔점,전라남도 나주시 배멧2길 13 듀플렉스호텔 1층
경상북도,영천시청점,경상북도 영천시 충효로 74
서울특별시,신정네거리역점,서울시 양천구 중앙로 276 1층
전라북도,전주에코시티점,전라북도 전주시 덕진구 세병로 22
대전광역시,대전건양대병원점,대전광역시 서구 관저동 1896 122호+123호
인천광역시,청라좋은병원점,인천광역시 서구 청라에메랄드로 84 청라딜라이트2차 104호
경기도,김포마산점,경기도 김포시 김포한강8로162번길 10 한강프라자 103호
제주도,제주동광육거리점,제주특별자치도 서귀포시 안덕면 신화역사로 502
제주도,제주연북로점,제주특별자치도 제주시 노형동 721
경기도,태전한아람초점,경기도 광주시 태봉로 145-1 1층 104호 (태전동 세진상가)
서울특별시,강동구청점,서울특별시 강동구 성내동 319-27
전라남도,삼호대불점,전라남도 영암군 삼호읍 대불주거5로 6
전라북도,정읍상동점,전라북도 정읍시 상동 183-5
충청북도,오창과학단지점,충청북도 청주시 청원구 오참읍 각리 648-1 제1층 104호
대구광역시,대구서구청점,대구 서구 죽채보상로 254
서울특별시,가오리역점,서울특별시 강북구 수유동 339-6
충청남도,아산탕정점,충청남도 아산시 탕정면 탕정면로8번길 33-14 (명암리)
충청남도,천안시청점,충청남도 천안시 서북구 불당동 1489(불당25로 208)
경기도,덕양구청점,경기도 고양시 덕양구 화정로 53-1 글로리아 프라자 105호
강원도,춘천한림대점,강원도 춘천시 삭주로 64 (교동 15-3)
충청남도,논산터미널점,충청남도 논산시 취암동 1045-1
대전광역시,대전중구청점,대전광역시 중구 대흥동 469-5(보문로 258)
충청남도,아산북수점,충청남도 아산시 배방읍북수서로 34 105호
서울특별시,상도e편한점,서울특별시 동작구 만양로6 이편한세상 상도노빌리티 1층 106호
전라남도,무안오룡점,전라남도 무안군 일로읍 오룡중앙둥로 37 1층 111·112호(오룡 에듀포레 푸르지오)
경기도,판교역점,경기도 성남시 분당구 대왕판교로 606번길 31 1층 104호
서울특별시,방학역점,서울특별시 도봉구 도봉로 153길 20
서울특별시,수유역점,서울특별시 강북구 번동 418-3 (도봉로 352)
대전광역시,대전중리점,대전광역시 대덕구 중리북로 41
인천광역시,영종운서역점,인천광역시 중구 운서동 2803-1
대전광역시,대전관저더샵점,대전광역시 서구 관저로 23 1층 105호(관저동)
인천광역시,인천계양맛길점,인천광역시 계양구 도두리로 33 102호
경기도,안양박달시장점,경기도 안양시 만안구 박달동 21-22
충청북도,충북영동점,충청북도 영동군 영동읍 계산로 3
인천광역시,부평장제로점,인천광역시 부평구 장제로 99 벨라루체 104
경기도,다산롯데캐슬점,경기도 남양주시 다산중앙로146번길 22 (다산동 다산진건지구 상업2-6-1)
서울특별시,망우역사거리점,서울특별시 중랑구 망우동 479 한일씨너스빌리젠시 1단지
경기도,양주고읍점,경기도 양주시 고읍남로 7 105호
서울특별시,세종대후문점,서울특별시 광진구 군자로 108
경상북도,포항문덕점,경상북도 포항시 남구 오천읍 원동로 24 1층
경기도,서수원홈플러스점,경기도 수원시 권선구 금곡동 1124-1 1층  S타워 105호
경기도,별내북부점,경기도 남양주시 별내3로 322 1층 104호
경기도,김포풍무사거리점,경기도 김포시 풍무로 112
대전광역시,대전정부청사점,대전광역시 서구 둔산중로 134번길 29  1층 청사프라자 160호
경기도,산본학원가점,경기도 군포시 산본로 394 대림프라자 106호
경기도,일산백마점,경기도 고양시 일산동구 일산로208 한일파킹타운 103호
서울특별시,돈암아리랑점,서울특별시 성북구 아리랑로 75
대구광역시,대구만촌점,대구광역시 수성구 교학로 58 1층 (만촌동)
대구광역시,대구범어KBS점,대구광역시 수성구 범어로 73 (범어동 범어에스케이뷰 아파트 2단지)
인천광역시,인천학익점,인천광역시 미추홀구 매소홀로 355 학익프라자 106호
경상북도,구미확장단지점,경상북도 구미시 산동면 신당1로2길 13 110호 (신당리 1433)
경기도,부천강남시장점,경기도 부천시 옥산로 155 (도당동 283-18)
대구광역시,대구서부정류장역점,대구광역시 달서구 구마로 264 (송현동)
경기도,파주야당역점,경기 파주시 경의로 1074 삼융시네마 111호
세종특별자치시,세종대평점,세종특별자치시 한누리대로 2236 A 140호
서울특별시,암사역점,서울특별시 강동구 올림픽로 770
충청북도,청주지웰시티점,충청북도 청주시 흥덕구 대농로 39(청주 솔밭초등학교 앞)
경상남도,경남창녕점,경상남도 창녕군 창녕읍 군청길 23 (술정리) 1층
충청남도,천안성성점,충청남도 천안시 서북구 성성8로 2-34 우리타워 101호
서울특별시,강변역점,서울특별시 광진구 강변역로4길 10
인천광역시,인천청라커낼점,인천광역시 서구 청라커낼로 260번길 15
충청북도,서원대점,충청북도 청주시 서원구 서원남로 50-5 (서원대 후문)
전라남도,순천오천점,전남 순천시 오천6길 16 104호
경기도,망월사역점,경기도 의정부시 호원동 459 신일엘리시움 1층 108호
경기도,다산중앙점,경기도 남양주시 다산중앙로123번길 9 로데오프라자 102호
전라북도,김제터미널점,전라북도 김제시 동서로 232 1층 101호(요촌동)
경기도,미사강변점,경기도 하남시 미사강변대로226번길 14 에스프라자 미사 1층
대전광역시,대전죽동점,대전광역시 유성구 죽동로 295 101호
경기도,시흥은행점,경기도 시흥시 은행로 155번길 5
전라북도,전주하가점,전라북도 전주시 덕진구 가련사로 7 102호 (덕진동2가)
서울특별시,동대문역점,서울특별시 종로구 종로 289 1층(창신동)
경상남도,사천정동점,경상남도 사천시 정동면 진삼로 1394-1
경기도,산성역점,경기도 성남시 수정구 수정로 346 1층
경기도,시흥은계점,경기도 시흥시 은계남로 12 호반써밋상가 148호
서울특별시,연신내사거리점,서울특별시 은평구 통일로 840
서울특별시,월곡래미안점,서울 성북구 오패산로 98 1층 빽다방
경기도,수원SKV1점,경기도 수원시 권선구 평동로79번길 45 112호 (평동 수원SKV1 모터스 건물 1층)
경기도,백석역점,경기도 고양시 일산동구 일산로 46 1층 107호 (백석동 남정씨티프라자)
경상북도,경주용황점,경상북도 경주시 용황로 74 협성휴포레용황아파트 상가
서울특별시,답십리사거리점,서울특별시 동대문구 답십리동 243-2 (전농로 97-1)
서울특별시,송정역점,서울특별시 강서구 공항동 45-39(공항대로 23)
경기도,산본사거리점,경기도 군포시 고산로 694-1
경기도,수원영통구청점,경기도 수원시 영통구 효원로 393. 101호
충청남도,천안직산점,충청남도 천안시 서북구 직산읍 삼은3길 13
충청남도,천안신방점,충청남도 천안시 동남구 통정4로 10 1층 104호(신방동)
대전광역시,대전월평역점,대전광역시 서구 월평중로 20
경기도,경기광주경안점,경기도 광주시 중앙로 110 1층 105-2호(경안동)
전라남도,목포옥암점,전라남도 목포시 당가두로 18 옥암지구 1호공원 앞
충청북도,청주금천광장점,충청북도 청주시 상당구 산성로 98번길 35 (청주금천광장 옆)
경기도,일산문화공원점,경기도 고양시 일산동구 중앙로1275번길 38-10 (고양등기소 옆)
경기도,옥길퀸즈파크점,경기도 부천시 옥길로 118  퀸즈파크 B동 105호
경기도,시흥배곧타운점,경기도 시흥시 배곧4로 30 배곧타운 1상가
충청북도,청주오송점,충청북도 청주시 흥덕구 오송읍 오송생명5로 179 102호
서울특별시,쌍문역점,서울특별시 도봉구 도봉로 479
서울특별시,가산두산위브점,서울특별시 금천구 가산로 99 두산위브아파트 상가동
대구광역시,대구대실역점,대구광역시 달성군 다사읍 달구벌대로 866 1층 105호
인천광역시,인천작전역점,인천광역시 계양구 효서로 233
서울특별시,선정릉역점,서울특별시 강남구 선릉로 567 1층 일부호(역삼동)
경기도,하남풍산점,경기 하남시 덕풍동 744  111호
경기도,양주옥정신도시점,경기도 양주시 옥정동 966-10  폴리프라자 3 104호
서울특별시,송파하비오점,서울시 송파구 문정동 618 파크하비오 204동 117118호
서울특별시,구산역점,서울특별시 은평구 연서로 129 (구산동 1-15)
강원도,원주무실동점,강원도 원주시 능라동길 51 시네씨티타워 1층
경상북도,구미인동점,경북 구미시 인의동 375-2
경기도,시흥능곡점,경기도 시흥시 능곡동 741 태영프라자 111호
전라북도,전주KBS점,전북 전주시 완산구 마전로 7
서울특별시,개봉역점,서울시 구로구 개봉동 203-7
충청북도,청주율량주성점,충북 청주시 청원구 율량로 187
서울특별시,합정역점,서울 마포구 월드컵로1길 14 (합정동) B-112-1호
경상북도,영주가흥동점,경상북도 영주시 대동로34번길 2
경기도,평택안중점,경기 평택시 안현로서8길 57
서울특별시,마포경찰서점,서울시 마포구 아현동 618-8 (마포대로 179)
서울특별시,선유도역점,서울시 영등포구 양평동4가 114-1
전라남도,목포터미널점,전남 목포시 영산로 515 (상동)
대전광역시,대전목원대점,대전 서구 도안동 848
인천광역시,인천루원시티점,인천 서구 봉오재3로 96 새롬프라자 1층
서울특별시,굽은다리역점,서울시 강동구 명일동 346-1
